face,demeanor,game,height,lightsaber,type
beard,calm,chutes,64.23,green,Jedi
clean,menacing,chutes,70.55,green,Sith
beard,calm,chutes,51.81,green,Jedi
clean,calm,monopoly,78.49,red,Sith
beard,menacing,clue,69.69,blue,Jedi
beard,calm,clue,60.62,red,Sith
beard,calm,monopoly,74.17,blue,Jedi
beard,calm,chutes,73.13,blue,Jedi
beard,menacing,clue,55.1,blue,Jedi
beard,calm,monopoly,64.18,blue,Jedi
clean,calm,chutes,69.28,red,Sith
clean,calm,clue,64.27,red,Sith
clean,menacing,clue,68.77,blue,Sith
beard,calm,monopoly,73.36,green,Jedi
clean,menacing,monopoly,72.71,red,Sith
clean,calm,chutes,69.46,red,Sith
clean,calm,clue,60.57,green,Sith
beard,calm,monopoly,67.39,green,Jedi
beard,calm,chutes,69.79,green,Jedi
clean,calm,chutes,69.08,red,Sith
clean,menacing,chutes,68.3,red,Sith
clean,calm,clue,68.91,red,Sith
clean,menacing,clue,77.57,red,Sith
clean,calm,monopoly,61.58,blue,Jedi
beard,calm,chutes,40.79,blue,Jedi
clean,menacing,monopoly,69.71,red,Sith
clean,menacing,chutes,68.48,red,Sith
clean,calm,monopoly,63.28,green,Jedi
beard,calm,monopoly,55.27,green,Jedi
beard,calm,clue,48.68,blue,Jedi
clean,calm,chutes,68.41,red,Sith
clean,calm,chutes,81.29,red,Sith
clean,menacing,monopoly,71.92,red,Sith
beard,calm,monopoly,52.23,red,Jedi
clean,calm,monopoly,62.08,red,Sith
clean,menacing,monopoly,56.83,red,Sith
clean,menacing,clue,69.52,red,Sith
clean,menacing,monopoly,74.19,red,Sith
beard,calm,chutes,62.0,green,Jedi
clean,menacing,monopoly,71.21,red,Sith
clean,menacing,monopoly,71.03,red,Sith
beard,calm,chutes,48.41,blue,Jedi
clean,calm,monopoly,66.1,red,Sith
clean,menacing,clue,68.68,red,Sith
clean,calm,clue,68.41,blue,Sith
clean,menacing,clue,77.92,red,Sith
clean,menacing,monopoly,69.12,red,Sith
clean,calm,clue,64.66,red,Sith
clean,menacing,clue,72.05,red,Sith
clean,calm,chutes,57.86,red,Jedi
beard,calm,monopoly,76.77,red,Jedi
beard,calm,clue,81.18,green,Jedi
clean,calm,chutes,68.1,blue,Sith
clean,menacing,monopoly,70.13,red,Sith
beard,calm,chutes,59.36,green,Jedi
clean,calm,monopoly,68.98,blue,Sith
clean,menacing,chutes,69.8,blue,Sith
clean,calm,monopoly,73.92,red,Sith
clean,menacing,chutes,66.78,green,Sith
clean,menacing,monopoly,70.06,red,Sith
beard,calm,monopoly,64.0,blue,Jedi
beard,menacing,monopoly,65.8,blue,Sith
clean,calm,clue,68.05,red,Sith
clean,calm,clue,69.82,red,Sith
beard,calm,monopoly,64.32,green,Jedi
clean,calm,clue,87.05,blue,Jedi
clean,menacing,chutes,67.15,red,Sith
clean,calm,clue,69.44,red,Sith
beard,calm,clue,54.34,blue,Jedi
clean,calm,clue,77.2,red,Sith
beard,menacing,chutes,71.11,blue,Jedi
beard,calm,clue,60.27,blue,Jedi
clean,calm,clue,68.86,red,Sith
beard,menacing,clue,64.45,green,Jedi
clean,menacing,clue,72.87,red,Sith
clean,calm,monopoly,79.99,red,Sith
beard,calm,monopoly,52.25,blue,Jedi
beard,calm,chutes,52.59,green,Jedi
beard,calm,monopoly,63.93,red,Sith
clean,menacing,clue,62.72,red,Sith
clean,calm,clue,75.38,red,Sith
clean,calm,clue,69.43,red,Sith
beard,calm,chutes,72.26,blue,Jedi
clean,calm,clue,75.44,red,Sith
clean,menacing,clue,80.95,red,Sith
clean,calm,clue,58.57,red,Sith
clean,menacing,chutes,71.58,red,Sith
clean,menacing,chutes,66.56,red,Sith
clean,calm,clue,72.94,red,Sith
beard,calm,monopoly,71.4,blue,Jedi
beard,menacing,monopoly,49.21,green,Jedi
clean,menacing,clue,78.56,red,Sith
beard,calm,clue,77.35,blue,Jedi
clean,calm,chutes,61.76,red,Sith
clean,calm,chutes,72.79,red,Sith
clean,calm,monopoly,66.13,red,Sith
beard,calm,chutes,54.14,green,Jedi
clean,calm,monopoly,66.57,red,Sith
clean,calm,chutes,66.41,green,Jedi
clean,menacing,monopoly,74.97,red,Sith
beard,calm,monopoly,38.1,blue,Jedi
clean,menacing,chutes,73.54,red,Sith
clean,menacing,chutes,69.79,blue,Sith
clean,calm,chutes,65.45,blue,Sith
beard,calm,clue,53.79,blue,Jedi
clean,menacing,clue,63.63,red,Sith
clean,calm,chutes,69.9,red,Sith
clean,calm,monopoly,72.06,red,Sith
clean,menacing,chutes,69.04,red,Sith
clean,menacing,clue,62.16,red,Sith
clean,menacing,chutes,66.42,red,Sith
clean,menacing,monopoly,67.24,green,Sith
beard,calm,chutes,57.87,blue,Jedi
beard,calm,monopoly,72.59,blue,Jedi
clean,menacing,monopoly,77.23,red,Sith
beard,menacing,chutes,71.76,blue,Jedi
beard,calm,clue,47.02,green,Jedi
beard,menacing,chutes,67.75,green,Jedi
clean,menacing,monopoly,72.88,red,Sith
clean,calm,clue,70.06,red,Sith
beard,calm,clue,71.42,green,Jedi
beard,calm,monopoly,50.08,green,Jedi
clean,menacing,chutes,75.12,blue,Sith
beard,calm,monopoly,58.06,green,Jedi
beard,calm,monopoly,62.6,red,Jedi
clean,calm,monopoly,73.45,green,Jedi
beard,calm,chutes,70.73,green,Jedi
clean,menacing,clue,68.97,blue,Sith
clean,calm,monopoly,73.05,red,Sith
clean,calm,clue,66.11,red,Sith
beard,calm,clue,60.44,blue,Jedi
beard,menacing,monopoly,69.07,red,Sith
clean,calm,clue,65.62,green,Sith
beard,calm,chutes,95.35,blue,Jedi
clean,menacing,monopoly,67.59,red,Sith
clean,calm,chutes,76.6,red,Sith
clean,calm,monopoly,53.27,blue,Jedi
clean,calm,chutes,64.21,red,Sith
beard,calm,monopoly,71.1,blue,Jedi
beard,calm,chutes,71.76,green,Jedi
beard,calm,monopoly,63.65,blue,Jedi
clean,calm,monopoly,63.17,red,Sith
beard,calm,monopoly,74.44,red,Sith
beard,calm,monopoly,68.68,red,Sith
beard,menacing,chutes,46.9,green,Jedi
beard,calm,monopoly,72.26,green,Jedi
beard,calm,chutes,68.75,red,Sith
beard,calm,clue,75.56,red,Sith
clean,calm,chutes,69.94,red,Sith
clean,menacing,clue,74.44,red,Sith
clean,menacing,chutes,69.27,red,Sith
clean,calm,monopoly,70.1,red,Sith
clean,menacing,monopoly,64.49,red,Sith
beard,calm,clue,66.68,blue,Jedi
clean,calm,chutes,64.47,red,Sith
clean,calm,clue,71.6,blue,Sith
clean,menacing,chutes,62.38,red,Sith
beard,calm,clue,77.51,green,Jedi
clean,menacing,monopoly,65.36,red,Sith
beard,calm,clue,61.47,red,Jedi
beard,menacing,clue,68.88,red,Sith
beard,menacing,chutes,89.66,blue,Jedi
beard,calm,chutes,71.98,green,Jedi
beard,menacing,chutes,69.65,blue,Sith
clean,menacing,monopoly,64.26,red,Sith
clean,calm,clue,74.72,green,Jedi
beard,calm,clue,52.95,blue,Jedi
beard,calm,clue,74.74,red,Sith
clean,calm,monopoly,66.09,red,Sith
clean,menacing,clue,74.33,green,Sith
clean,calm,monopoly,66.19,red,Sith
beard,calm,monopoly,63.68,blue,Jedi
beard,menacing,chutes,67.1,red,Sith
clean,calm,monopoly,76.36,red,Sith
clean,calm,chutes,67.1,red,Sith
clean,calm,monopoly,71.72,red,Sith
clean,calm,chutes,68.22,red,Sith
beard,calm,monopoly,56.96,blue,Jedi
clean,calm,monopoly,59.65,red,Sith
clean,menacing,monopoly,71.54,red,Sith
clean,menacing,chutes,72.59,green,Jedi
clean,calm,monopoly,69.99,red,Sith
clean,menacing,chutes,69.45,red,Sith
beard,calm,monopoly,78.06,red,Jedi
beard,calm,clue,57.15,green,Jedi
clean,menacing,monopoly,68.73,red,Sith
clean,menacing,clue,71.55,green,Sith
beard,calm,clue,70.52,green,Jedi
clean,calm,clue,68.83,blue,Sith
beard,calm,chutes,49.38,blue,Jedi
clean,calm,clue,65.12,blue,Jedi
clean,menacing,clue,68.0,red,Sith
clean,calm,monopoly,63.55,red,Sith
beard,calm,monopoly,52.11,blue,Jedi
clean,calm,chutes,70.62,green,Sith
beard,menacing,clue,64.63,red,Jedi
clean,calm,clue,66.84,red,Sith
clean,menacing,clue,77.92,blue,Sith
clean,menacing,clue,70.33,red,Sith
clean,calm,chutes,67.56,red,Sith
beard,calm,chutes,74.73,green,Jedi
clean,menacing,monopoly,66.87,red,Sith
clean,calm,clue,79.7,blue,Sith
beard,calm,clue,48.81,blue,Jedi
clean,calm,monopoly,74.59,green,Sith
beard,calm,clue,81.92,green,Jedi
beard,calm,monopoly,69.04,red,Jedi
beard,calm,monopoly,61.05,blue,Jedi
beard,calm,clue,65.89,green,Jedi
clean,calm,monopoly,54.78,blue,Jedi
clean,calm,clue,72.27,blue,Sith
beard,menacing,chutes,70.09,red,Sith
clean,menacing,monopoly,75.0,red,Sith
clean,menacing,chutes,66.26,green,Sith
beard,menacing,clue,54.26,blue,Jedi
clean,calm,monopoly,65.98,red,Sith
beard,calm,clue,43.64,blue,Jedi
clean,calm,monopoly,64.85,red,Sith
clean,menacing,clue,70.13,red,Sith
clean,menacing,monopoly,69.48,red,Sith
clean,calm,monopoly,74.77,red,Sith
clean,calm,clue,63.25,green,Jedi
beard,calm,monopoly,70.6,green,Jedi
clean,calm,monopoly,67.05,blue,Jedi
clean,calm,clue,71.0,red,Sith
beard,calm,monopoly,59.24,green,Jedi
clean,menacing,monopoly,80.35,red,Sith
clean,calm,chutes,81.45,red,Sith
clean,calm,clue,63.81,red,Sith
clean,menacing,clue,68.73,red,Sith
beard,menacing,monopoly,70.16,red,Sith
beard,calm,monopoly,50.62,blue,Jedi
clean,calm,monopoly,69.97,green,Jedi
beard,menacing,monopoly,50.08,red,Jedi
clean,menacing,monopoly,64.98,red,Sith
beard,menacing,clue,46.33,blue,Jedi
clean,calm,clue,73.8,red,Sith
clean,calm,monopoly,72.37,red,Sith
clean,calm,monopoly,66.23,red,Sith
clean,calm,monopoly,64.76,red,Sith
clean,calm,chutes,61.82,green,Jedi
beard,calm,chutes,72.57,green,Jedi
beard,calm,clue,59.39,blue,Jedi
clean,calm,clue,80.21,red,Sith
clean,calm,clue,75.56,red,Sith
clean,calm,clue,70.65,blue,Sith
clean,menacing,chutes,75.68,red,Sith
clean,menacing,clue,69.88,red,Sith
clean,menacing,clue,62.76,red,Sith
clean,menacing,chutes,60.54,green,Jedi
clean,menacing,monopoly,69.54,red,Sith
clean,calm,monopoly,66.53,green,Jedi
beard,calm,clue,70.27,green,Jedi
clean,menacing,clue,68.05,red,Sith
beard,calm,monopoly,70.6,green,Jedi
clean,calm,monopoly,68.35,green,Jedi
clean,calm,clue,69.97,blue,Sith
clean,calm,monopoly,68.5,red,Sith
clean,calm,clue,74.99,red,Sith
beard,menacing,chutes,76.42,red,Sith
beard,calm,clue,53.42,green,Jedi
clean,menacing,monopoly,73.55,red,Sith
clean,calm,chutes,61.39,blue,Jedi
clean,calm,chutes,69.14,red,Sith
clean,menacing,chutes,75.8,red,Sith
clean,menacing,monopoly,79.33,red,Sith
clean,menacing,chutes,67.27,blue,Sith
clean,calm,monopoly,68.88,red,Sith
clean,menacing,chutes,76.84,red,Sith
clean,calm,chutes,64.11,blue,Sith
clean,menacing,monopoly,71.39,red,Sith
clean,calm,chutes,73.12,red,Sith
beard,calm,clue,65.42,blue,Jedi
clean,calm,chutes,69.31,green,Sith
clean,menacing,monopoly,66.51,red,Sith
clean,calm,chutes,77.43,red,Sith
beard,calm,monopoly,61.55,red,Jedi
clean,calm,chutes,78.37,red,Sith
beard,calm,chutes,54.97,blue,Jedi
clean,menacing,chutes,67.78,red,Sith
clean,calm,monopoly,67.08,red,Sith
beard,menacing,chutes,71.94,red,Sith
clean,menacing,chutes,68.87,red,Sith
beard,calm,clue,75.56,blue,Jedi
clean,menacing,chutes,74.79,red,Sith
clean,menacing,clue,73.05,red,Sith
clean,menacing,chutes,72.71,blue,Sith
clean,calm,monopoly,71.3,red,Sith
clean,calm,chutes,70.01,red,Sith
beard,calm,clue,67.88,blue,Jedi
clean,menacing,monopoly,81.6,red,Sith
beard,calm,monopoly,55.98,green,Jedi
clean,calm,chutes,68.4,red,Sith
clean,calm,chutes,60.82,red,Sith
clean,calm,clue,65.98,red,Sith
clean,calm,monopoly,68.18,green,Sith
clean,calm,monopoly,67.41,red,Sith
clean,menacing,monopoly,75.18,red,Sith
clean,menacing,monopoly,78.86,red,Sith
clean,calm,monopoly,82.35,green,Jedi
clean,calm,chutes,74.76,red,Sith
clean,calm,clue,66.44,red,Sith
clean,menacing,chutes,78.04,red,Sith
beard,calm,monopoly,70.55,green,Jedi
clean,calm,clue,70.55,red,Sith
beard,calm,chutes,66.09,green,Sith
clean,calm,monopoly,67.34,red,Sith
clean,menacing,monopoly,75.51,red,Sith
clean,calm,clue,65.23,red,Sith
beard,calm,clue,62.43,blue,Jedi
clean,calm,clue,70.34,red,Sith
beard,calm,chutes,59.83,red,Sith
clean,menacing,chutes,69.47,red,Sith
clean,calm,clue,69.44,blue,Jedi
beard,calm,clue,55.31,green,Jedi
beard,calm,monopoly,62.49,green,Jedi
clean,calm,chutes,75.73,blue,Jedi
clean,menacing,monopoly,70.58,green,Sith
beard,calm,chutes,66.7,red,Jedi
beard,calm,chutes,59.8,blue,Jedi
clean,calm,monopoly,76.16,red,Sith
clean,calm,monopoly,70.93,green,Sith
clean,calm,clue,52.39,blue,Jedi
beard,menacing,monopoly,40.4,green,Jedi
clean,menacing,monopoly,67.93,blue,Sith
clean,calm,monopoly,75.52,red,Sith
clean,menacing,monopoly,74.44,red,Sith
clean,calm,chutes,80.67,red,Sith
clean,calm,monopoly,64.57,red,Sith
clean,calm,chutes,60.28,green,Sith
clean,menacing,clue,63.15,red,Sith
beard,calm,monopoly,62.47,red,Sith
clean,calm,monopoly,70.1,blue,Sith
clean,menacing,chutes,65.18,red,Sith
beard,calm,clue,36.25,blue,Jedi
clean,menacing,chutes,68.62,green,Sith
clean,calm,chutes,63.92,red,Sith
beard,calm,monopoly,49.81,green,Jedi
clean,calm,monopoly,76.77,red,Sith
clean,calm,monopoly,70.69,red,Sith
clean,menacing,monopoly,70.91,red,Sith
beard,calm,monopoly,74.56,blue,Jedi
beard,menacing,clue,68.49,red,Sith
beard,calm,clue,43.24,green,Jedi
clean,menacing,monopoly,67.02,red,Sith
clean,menacing,monopoly,62.14,red,Sith
clean,calm,monopoly,73.9,red,Sith
clean,menacing,clue,74.68,red,Sith
beard,calm,monopoly,64.71,green,Jedi
clean,calm,monopoly,72.95,red,Sith
clean,menacing,monopoly,62.14,blue,Sith
clean,calm,monopoly,67.55,red,Sith
clean,menacing,chutes,69.72,red,Sith
clean,calm,clue,84.78,blue,Jedi
beard,calm,chutes,66.92,red,Sith
clean,calm,clue,67.97,red,Sith
beard,calm,clue,61.11,blue,Jedi
beard,calm,clue,59.78,blue,Jedi
clean,calm,chutes,76.42,red,Sith
beard,calm,chutes,68.02,red,Sith
beard,calm,monopoly,53.33,red,Jedi
beard,calm,monopoly,62.1,blue,Jedi
clean,menacing,monopoly,67.75,red,Sith
clean,calm,chutes,63.41,red,Sith
clean,menacing,monopoly,66.33,green,Sith
clean,calm,monopoly,61.12,blue,Jedi
clean,calm,monopoly,76.06,red,Sith
beard,calm,monopoly,71.86,blue,Jedi
